filename,folder_label,tsci,contrast,dissimilarity,homogeneity,energy,correlation
images845.jpg,good,0.4141,212.64912727272727,8.412472727272728,0.4179256942055599,0.2361641983769795,0.9698837235627873
tire_wear.jpg,good,0.6567,289.3963841757655,9.969608693396191,0.3252909062233559,0.02781158041411215,0.9494288282930216
BCT_tire-tread-blog-scaled.jpg,good,0.7247,134.16266871073435,5.900402801575135,0.48059989412527215,0.3347641144582634,0.9900240974772864
images892.jpg,good,0.3416,205.8598688133572,8.842642284502752,0.19955763157143586,0.014433558754105631,0.9702778337199423
summer-tire-tread-indicator.png,good,0.4321,227.45575601374577,6.128878252331862,0.6447236327873322,0.24061024843446407,0.9830540536321493
images110.jpg,good,0.3367,191.0758928571429,6.636011904761906,0.44463959943058706,0.20101224760284375,0.9717319597690788
images306.jpg,good,0.3432,157.0797794606085,8.676497940746646,0.15407601335929844,0.013440047087594503,0.971727706769761
images307.jpg,good,0.3165,420.42324575989363,13.823445294313268,0.1613006411822494,0.05176664274294732,0.9488075018415427
images461.jpg,good,0.3015,195.2992437463642,8.337638161721932,0.24533829164610332,0.026690225099400902,0.9831219787451078
images475.jpg,good,0.3423,87.65811965811966,4.889816471211821,0.4223461063379631,0.07547717521774805,0.9930526363793056
images878.jpg,good,0.4547,111.87092472831522,6.154943662910861,0.34798064137447077,0.027463673125380478,0.9608079205767693
images844.jpg,good,0.3876,266.8198412698413,11.717857142857143,0.10993149178130299,0.012659233782477028,0.9385472604313418
images717.jpg,good,0.4244,202.13672806785058,9.187218393851047,0.1672518747190283,0.012959304552670727,0.9746194845862464
images515.jpg,good,0.3635,131.9709947504818,6.841883181606753,0.23212536315021817,0.015703999201521428,0.9828562347919237
images298.jpg,good,0.387,280.20100202791366,10.90965843572309,0.1263328336297231,0.014314463573166998,0.9569114535653683
pt-blog-how-to-measure-tire-tread-depth-image-04.jpg,good,0.4998,52.91046805334329,4.488187034729118,0.3077345399175713,0.025339126421793874,0.9939880984267505
images932.jpg,good,0.4899,407.5324153948241,15.031154611811544,0.10706902350764352,0.010485665972198131,0.9293594555605282
images729.jpg,good,0.3497,149.89409479409477,8.132556332556332,0.22427496780011624,0.020169400926349067,0.9746446458826893
images649.jpg,good,0.5361,181.85609103078986,9.626907630522089,0.12574350541013934,0.01585787496725477,0.9620157934136861
images661.jpg,good,0.3769,187.7777777777778,8.308774724545334,0.2071040613239401,0.0168199752586896,0.971078199160593
Using-penny-to-check-tire-tread_11416489.jpg,good,0.335,31.50050881552479,3.179316057271329,0.3661724718599066,0.02291516825428801,0.9963318558129265
images463.jpg,good,0.3624,251.34189814814815,10.56008597883598,0.17117225606650752,0.03831008171129609,0.9609081620236236
images310.jpg,good,0.4145,119.70991062039958,5.920807045215563,0.2798365166618586,0.023991677083783625,0.9870036890696583
images304.jpg,good,0.3449,169.06296296296296,8.66660052910053,0.15331197180677986,0.012929069548393466,0.9749714607128732
images106.jpg,good,0.3381,316.34310207336523,12.12061403508772,0.16654203472647716,0.03399037546033139,0.9689155337760939
images660.jpg,good,0.3374,195.53887559808615,8.074096225412015,0.2992793889261884,0.096461849619307,0.9766485374160275
images853.jpg,good,0.4188,354.90547544687354,13.801747624426874,0.09376074289202344,0.01016320479276179,0.9490457415912874
images270.jpg,good,0.3733,180.77131782945736,8.027396806466573,0.24266535362789313,0.01907562483096251,0.9749517807944865
images282.jpg,bad,0.3891,137.18343961737747,8.228477481068158,0.14822315684155535,0.014971764878241301,0.9658733311644593
images26.jpg,bad,0.4508,137.42835855491904,7.777774098480083,0.26607742749021357,0.11080654995993154,0.9802481240567343
bald-tire-3.png,bad,0.6871,69.8230592184527,5.8006289935272655,0.19492408800381872,0.017883737422594515,0.9812089611766411
image22.jpeg,bad,0.4879,158.15090269480947,8.605303332005839,0.14343461134726798,0.014737258017561122,0.9677418681702986
images334.jpg,bad,0.4749,308.89920371599203,13.488785666887857,0.09491514193035247,0.01112561250232961,0.9593126701192206
images136.jpg,bad,0.4388,208.83867649011017,9.03919421213328,0.17159238013680084,0.015150724527743482,0.9671071835839248
0kTHWraMPulZfu5p3.jpeg,bad,0.6373,41.560903196160524,3.823841008883897,0.34410363717847603,0.0204267403108284,0.9930997766662237
NO33QEYPJRK4K1CVO6WK.jpg,bad,0.5817,50.366731159019714,4.206869093685015,0.31519376995176696,0.02617255573201709,0.9894383221449887
3w2x8lzc7dc21.jpg,bad,0.5308,10.778130921683534,1.6935440039354723,0.4945804008671193,0.030095476412174287,0.9983318820433209
bald-tire-2.jpg,bad,0.4078,170.68054626532887,7.581939799331104,0.31959638971758464,0.17473988229659637,0.9842781244727721
images19.jpg,bad,0.3429,166.6264780124884,8.171715158761792,0.23148075475976596,0.016624044539226123,0.9753164260239823
9pd1vft7zwd11.jpg,bad,0.6531,46.810586386278985,3.7994097067856645,0.3678523921658967,0.028910635644607233,0.9931639532937335
images120.jpg,bad,0.4471,151.8554292929293,8.618786549707604,0.15514178147861557,0.014100764274887266,0.9718017570633702
SN9TKVGEU665IZ29NW2D.jpg,bad,0.6754,101.28120605251446,6.652207387627948,0.21432408489959298,0.017241443519821164,0.9745954806713454
images450.jpg,bad,0.4848,286.30396666666667,12.614166666666668,0.10098190294645246,0.012912354118784417,0.915327071632864
images337.jpg,bad,0.433,145.8767209843698,7.368905886265381,0.24578850915778705,0.018783589574397696,0.9700788874232865
images121.jpg,bad,0.43,81.77489564698868,6.310508182601207,0.2066071335586584,0.01800962919111959,0.9791750161105716
very-bald-tyretire-from-vintage-car-tread-is-nearly-worn-off-mot-test-EXKB1J.jpg,bad,0.6711,45.726093902924944,4.309314083891358,0.2610085841250494,0.021801329373167446,0.9846466708764614
How-Long-Can-You-Drive-on-Bald-Tires.png,bad,0.5412,83.93660267111852,4.942209237618253,0.34215630699533445,0.03319544975738329,0.9918267102148174
images257.jpg,bad,0.453,284.73541687535476,12.820828742195065,0.08980092904191642,0.011949223474556419,0.9125794989495587
images34.jpg,bad,0.4375,257.81678781240663,11.076969033157422,0.1346338302369199,0.013975672410141863,0.9459040122454716
cm_balding_tyres_tread_bald_630px.jpg,bad,0.4537,52.850659081872955,4.053720524818791,0.38329244174461036,0.026316037969056526,0.9903621964101555
images327.jpg,bad,0.4664,290.26828702937183,10.91599059571509,0.19274509294435782,0.016420662540749774,0.9511407012760318
